Company,Carbon_Emissions_Score,Community_Engagement_Score,Cybersecurity_Score,Diversity_Equity_Inclusion_Score,ESG_Disclosure_Score,Energy_Efficiency_Score,Governance_Score,Human_Rights_Score,Labor_Practices_Score,Renewable_Energy_Percentage,Sustainable_Products_Score,Transparency_Score,Waste_Management_Score,Water_Usage
Company_22,53.67,67.68,98.79,74.49,64.08,96,88.76,70.51,72.01,4.4,56.98,95.93,66.04,15980.65
Company_94,76.58,53.28,66.92,70.97,70.87,51.63,51.07,72.31,94.94,22.87,96.94,83.7,56,9532.11
Company_42,83.42,64.67,82.27,85.14,63.91,87.03,84.95,77.84,79.19,21.05,81.83,52.27,95.01,30215.88
Company_11,89.19,96.29,78.22,56.69,68.1,72,94.62,85.54,82.35,1.31,85.08,80.54,90.35,6196.64
Company_31,52.23,66.92,67.34,54.64,60.84,59.18,65.67,79.03,86.43,26.9,73.68,68.92,85.26,19740.76
Company_19,64.52,87.31,51.71,95.5,92.19,92.69,84.23,69.2,67.41,35.8,69.23,83.46,50.15,25582.48
Company_88,51.3,53.41,56.47,83.53,80.57,53.89,69.16,66.78,82.28,26.46,90.86,74.01,52.66,49780.26
Company_52,68.35,55.78,65.89,69.72,88.73,99.39,78.52,62.87,68.02,63.22,50.36,66.65,51.53,4930.54
Company_29,62.99,64.47,94.29,50.61,50.14,86.91,58.1,63.52,79.13,59.57,84.88,69.1,96.51,23288.08
Company_49,94.82,99.25,85.78,75.49,67.86,51.52,75.56,72.93,93.78,54.04,60.18,83.35,59.92,43468.34
Company_32,64.85,87.42,77.64,61.26,80.65,91.08,86.91,73.01,80.18,79.97,75.7,74.08,59.91,8967.63
Company_10,92.03,87.79,78.74,92.52,70.02,58.91,93.67,93.45,73.65,28.14,78.15,98.17,57.75,23451.71
Company_32,68.38,90.9,95.28,99.17,87.45,97.55,92.19,83.32,64.47,73.37,91.05,87.57,89.34,1440.12
Company_98,90.65,88.01,99.44,65.05,80.37,67.81,97.24,98.47,64.01,75.38,52.03,74.77,82.63,12079.27
Company_57,61.83,73.83,77.18,57.53,90.34,65.61,92.15,79.26,54.14,52.8,64.92,89.93,59.56,38889.05
Company_80,52.43,69.85,65.34,68.43,65.33,97.62,60.65,99.62,73.66,42.71,67.01,93.9,70.45,41260.36
Company_83,68.57,54.01,75.43,96.82,55.21,97.08,69.57,99.4,77.77,43.91,76.11,83.52,78.37,44331.76
Company_91,54.38,53.84,99.21,51.77,56.73,69.92,89.23,58.18,99.44,0.53,83.88,51.59,99.14,16677.75
Company_2,65.69,89.6,66.44,84.8,52.41,88.11,58.48,82.68,68.58,68.03,51.24,57.12,74.47,35745.73
Company_45,79.48,53.35,93.61,76.11,68.94,68.17,83.51,75.56,65,72.99,79.88,96.93,83.95,22081.98
Company_90,55.82,72.26,56.95,87.03,86.74,88.31,87.34,76.14,98.95,82.63,70.31,50.84,50.35,9772.4
Company_18,89.38,66.96,84.7,89.92,96.78,81.25,50.97,58.9,59.03,74.31,55.09,70.78,91.19,41700.28
Company_36,61.18,70.12,70.55,75.28,57.99,67.02,52.41,90.15,53.09,66.77,74.71,72.05,60.59,20249.03
Company_8,72.49,90.59,87.86,69.52,60.29,76.35,89.17,52.44,94.06,31.16,96.98,68.45,83.71,48529.95
Company_4,50.16,57.24,90.48,94.94,80.24,96.44,68.11,54.73,73.27,6.66,73.15,97.46,56.74,11927.08
Company_5,61.49,78.84,91.89,55.88,76.23,80.11,73.04,98.7,61.51,33.19,67.48,85.37,63.34,10645.07
Company_52,79.2,63.89,51.48,89.23,70.24,86.52,50.19,68.03,97.97,6.61,55.04,52.55,66.54,37201.09
Company_95,86.13,54.2,79.5,70.95,87.24,94.95,97.67,53.73,90.17,49.54,61.61,82.05,98.89,35157.06
Company_75,95.23,56.31,55.94,71.47,79.15,74.71,82.99,59.06,84.06,72.83,77.59,55.55,67.7,40442.17
Company_65,68.52,85.37,53.82,89.95,96.23,73.3,88.49,91.91,95.59,15.74,85.28,69.2,80.22,7970.46
Company_78,91.78,54.35,53.82,51.85,93.23,60.25,69.87,51.41,61.89,30.97,84.57,85.91,62.63,42420.44
Company_16,59.23,83.34,84.54,74.7,50.51,73.81,86.14,82.17,54.54,63.15,84.34,79.96,76.77,23638
Company_50,91.74,67.93,80.91,65.69,62.17,60.79,76.36,68.26,93.57,17.83,72.82,57.89,76.37,2081.94
Company_78,52.81,72.5,69.29,80.17,59.1,95.71,87.1,84.4,73.71,17.6,93.75,52.7,70.33,27352.98
Company_63,76.54,65.9,99.15,98.08,73.22,55.49,86.13,61.39,65.66,37.31,57.04,78.73,79.5,43072.57
Company_72,71.88,67.72,86.87,69.63,72.63,75.6,60.8,92.15,61.91,47.83,51.64,87.31,89.8,48208.11
Company_61,77.3,83.71,53.42,69.24,62.06,81.63,59.28,63.77,83.35,26.7,64.79,98.29,73.6,34684.21
Company_36,73.02,58.33,83.3,56.82,60.08,75.82,80.86,51.33,62.23,91.62,54.87,78.09,87.79,30693.24
Company_53,76,67.61,70.38,78.11,69.94,50.49,50.3,85.22,88.8,47.43,78.61,99.87,52.72,32855.78
Company_76,61.09,93.11,51.76,93.66,60.27,74.77,94.42,99.7,61.74,1.43,61.81,86.68,83.75,47600.62
Company_17,80.82,87.46,55.6,97.86,60.49,87.14,80.22,60.06,77.17,54.91,73.44,95.67,52.56,30660.01
Company_37,66.1,98.18,69.57,76.16,84.05,63.33,73.67,91.16,79.62,22.51,80.38,58.91,97.17,6923.97
Company_7,51.05,97.47,67.65,84.71,93.88,81.36,72.29,74.05,58.06,99.07,63.55,72.41,77.11,42729.13
Company_2,89.32,55.76,85.24,62.14,96.9,54.87,86.5,93.3,88.68,75.34,56.65,78.07,67.56,49568.35
Company_6,90.13,59.1,90.48,96.06,80.77,58.63,94.22,92.12,93.29,92.57,50.69,64.74,55.86,5566.93
Company_63,77.29,62.16,88.94,65.58,71.4,80.5,60.66,71.66,78.97,49.6,88.04,81.74,57.32,27850.97
Company_50,91.09,94.79,94.16,96.58,92.06,66.17,96.24,87.97,92.6,96.34,62.22,61.35,67.86,26915.38
Company_32,65.3,82.4,66.74,50.25,68.75,86.77,68.59,98.02,68.92,16.74,86.96,63.17,56.26,29779.98
Company_40,66.2,52.64,77.5,50.27,51.47,81.25,67.93,69.89,63.28,19.17,88.13,80.71,55.02,32792.32
Company_55,66.81,85.27,93.3,97.97,88.31,80.46,69.9,96.54,81.52,98.97,98.06,88.4,81.45,28539.55
Company_95,56.11,68.8,73.12,85.64,79.07,71.6,73.01,74.61,50.07,0.83,56.75,60.75,52.15,28482.81
Company_12,71.55,60.55,74.34,70.63,52.22,90.62,64.11,66.19,56.41,88.18,72.83,87.86,81.93,26967.82
Company_29,54.64,78.99,76.48,63.98,82.09,84.25,53.57,59.53,52.18,23.58,91.17,64.7,65.34,41323.8
Company_13,96.76,60.11,78.83,81.46,84.87,94.26,62.14,90.18,99.73,52.82,83.14,65.87,76.01,8924.14
Company_57,77.86,59.12,95.01,70.57,68.5,75.25,67.13,84.76,81.77,28.48,63.21,95.61,67.71,1882.3
Company_50,83.53,61.57,57.31,63.22,74.32,63.84,52.22,57.11,73.8,65.22,66.51,93.57,83.58,46246.1
Company_47,89.62,87.37,83.83,77.74,57.68,61.22,94.9,67.71,57.41,70.02,95.86,77.79,75.97,10973.23
Company_66,93.49,99.86,76.51,97.76,57.21,50.49,57.42,93.87,51.88,79.68,79.5,75.72,51.39,9172.89
Company_24,71.97,89.24,90.35,61.59,80.88,53.57,54.57,91.17,62.3,92.04,76.04,52.48,62.77,49845.45
Company_90,67.25,57.51,62.79,98.13,73.12,67.72,68.25,58.84,60.46,60.64,99,51.24,56.88,49401.32
Company_17,52.73,83.1,97.46,57.83,87.93,79.81,75.32,64.39,65.84,41.82,98.48,83.43,88.78,24093.88
Company_35,85.16,88.01,99.67,53.2,96.98,61.21,98.88,65.17,98.28,84.08,90.87,90.64,52.13,16150.32
Company_76,64.05,71.51,72.17,52.85,65.24,74.28,65.37,86.65,68.26,83.29,93.01,53.79,64.69,38702.6
Company_92,71.13,59.62,80.43,74.23,56.32,52.31,65.53,87.33,51.43,77.05,77.21,69.82,58.53,24649.76
Company_27,67.99,55.04,81.64,51.6,78.5,99.12,67.71,98.47,63.37,97.79,57.04,98.91,50.15,31788.66
Company_13,54.97,54.1,98.21,57.82,67.36,68.06,85.53,65.83,77.29,24.31,51.64,53.42,93.19,39971.59
Company_40,93.41,91.36,97.71,65.35,75.19,96.1,55.75,67.49,75.77,80.42,57.48,50.29,79.6,13245.24
Company_59,72.15,78.52,56.22,51.76,76.95,76.27,53.26,86.86,68.54,6.27,70.01,70.94,98.65,13668.56
Company_85,88.85,97.63,54.64,63.41,88.33,93.68,93.43,63.23,91.22,32.28,62.62,74.31,69.58,5153.16
Company_86,68.91,64.11,62.47,70.8,71.26,63.43,98.1,61.52,78.13,41.01,74.67,87.77,91.52,42490.13
Company_61,55.93,81.77,56.72,73.37,94.68,90.13,60.19,69.13,86.63,33.79,93.02,80.52,67.41,43984.69
Company_87,72.76,53.66,73.38,56.12,73.19,70.51,95.8,52.29,69.42,49.18,94.87,70.25,57.31,33968.46
Company_55,66.92,97.98,77.65,59.03,61.5,75.11,93.92,99.72,71.43,77.42,87.47,88.12,60.33,9576.47
Company_45,79.09,78.59,62.44,65.89,83.52,58.59,94.08,99.17,69.83,8.07,60.51,51.3,99.34,41394.78
Company_36,87.57,59.26,66.6,63.98,50.78,56.05,92.99,63.54,94.49,72.13,57.97,99.51,73.8,31708.88
Company_51,50.05,78.01,72.86,65.17,91.08,68.65,76.04,52.09,60.53,12.73,52.55,51.31,99.82,1389.38
Company_78,53.33,59.95,70.99,54.91,54.39,97.48,88.17,83.82,88.22,12.88,77.72,64.69,77.66,35249.2
Company_44,97.06,58.5,99.93,91.67,62.32,84.43,55.56,71.25,76,50.6,87.4,55.07,60.04,1504.57
Company_56,74.58,66.18,98.2,75.72,62.49,78.72,58.56,56.47,76.32,93.7,57.75,75.24,72.6,38682.18
Company_96,87.6,71.65,63.74,81.97,91.44,61.74,99.07,71.89,58.17,63.19,62.2,93.61,76.87,39444.06
Company_96,63.62,96.87,61.8,75.27,87.63,99.96,84.24,90.47,55.36,26.42,50.63,52.35,74.77,42578.47
Company_71,77.14,99.98,52.31,77.86,60.03,58.47,53,55.61,61.92,90.37,70.88,72.97,74.6,30968.84
Company_25,71.34,91.22,55.59,93.84,71.27,94.76,56.09,69.77,67.19,85.59,63.01,89.18,91.95,13152.69
Company_56,83.33,52.49,76.96,54.93,79.6,55.39,86.19,56.26,77.03,84.9,51.92,77.57,73.66,12604.45
Company_69,80.3,64.91,94.16,74.61,52.37,74.97,56.1,54.25,87.81,65.17,61.97,88.79,67.39,49810.77
Company_84,81.91,96.1,68.99,79.81,79.74,87.42,61.66,85.7,78.2,87.22,76.37,51.45,93.76,15890.84
Company_9,51.94,61.75,57.78,84.69,88.45,72.06,65.52,75.35,78.41,80.88,71.57,60.9,73.65,21078.84
Company_10,63.85,94.55,59.36,60.95,67.33,58.54,77.09,80,72.3,62.41,63,83.07,70.8,18542.4
Company_69,67.63,62.98,60.26,93.66,90.17,93.11,93.46,76.24,75.05,65.81,69.46,77.52,69.6,43340.18
Company_44,76.05,75.4,54.23,93.22,61.5,83.71,74.74,99.57,54.31,70.89,99.95,80.51,58,41092.64
Company_21,93.15,87.25,74.13,85.39,74.3,80.17,51.93,68.79,94.38,91.86,57.15,82.16,80.76,35966.74
Company_75,72.92,75.73,96.05,72.92,84.25,90.89,77.95,87.31,99.39,67.39,54,95.06,75.11,13097.18
Company_58,69.32,67.24,72.53,96.09,65.32,89.08,63.72,62.97,71.27,31.33,86.71,60.85,52.53,42017.2
Company_44,84.21,67.42,76.06,91.34,68.25,68.46,74.1,52.91,57.69,26.45,57.57,63.64,65.55,25449.93
Company_58,70.64,72.37,55.5,84.86,56.68,86.51,59.64,65.16,64.24,89.19,81.21,87.83,92.18,40098.89
Company_76,96.23,88.11,72.94,70.92,64.83,93.5,91.29,54,74.43,29.53,70.36,56.71,64.06,12639.7
Company_20,93.98,71.68,78.71,76.44,78.14,71.1,88.95,98.33,50.36,49.69,98.97,82.92,78.92,29367.74
Company_59,77.84,51.56,88.46,89.34,88.25,84.05,83.95,83.67,58.79,84.78,59.02,92.22,98.25,34883.37
Company_91,59.51,92.05,97.34,58.18,62.51,84.87,87.07,50.67,60.53,98.87,84.85,58.35,60.9,17346.39
Company_38,71.11,77.9,98.01,55.43,52.86,63.54,62.28,87.95,56.74,92.1,63.28,70.19,79.34,44009.63
Company_81,73.51,92.96,56.48,56.92,78.85,65.46,82.73,65.83,54.67,46.29,75.72,71.86,79.59,42720
Company_42,88.65,96.49,51.18,99.52,63.16,89.46,94.37,80.02,76.12,84.81,61.66,95.36,83.23,12460.2
Company_51,54.71,69.56,85.77,81.2,80.05,81.03,80.25,52.16,83.97,83.08,68.29,78.9,91.37,9502.25
Company_5,95.9,76.62,80.2,54.02,63.68,65.68,88.27,99.99,63.03,45.82,86.94,79.83,51.75,2129.79
Company_9,70.56,79.11,70.61,71.78,96.06,75.71,69.93,81.61,64.96,58.73,81.47,87.08,85.51,4349.44
Company_88,58.33,92,52.54,95.22,60.46,83.47,71.17,63.94,65.53,78.58,60.15,62.35,99.78,5252.26
Company_9,97.21,68.27,64.22,67.82,60.9,97.51,82.06,54.13,65.51,21.08,63.66,63.99,76.77,48696.62
Company_85,60.79,79.34,64.83,81.65,86.06,88.86,98.9,73.71,88.61,14.31,64.02,97.61,84.34,34348.41
Company_80,78.3,82.1,71.08,56.28,79.71,50.15,86.27,87.36,57.87,74.71,67.08,87.25,77.26,17566.23
Company_89,75.34,81.83,73.05,82.19,70.08,53.76,95.67,76.24,84.19,52.83,86.39,89.2,97.76,43049.43
Company_78,97.9,69.5,72.48,69.03,81.85,89.8,76.06,96.02,63.8,97.58,60.18,65.99,83.62,48180.89
Company_1,90.21,57.7,57.64,67.57,76.04,98.13,59.91,59.31,74.95,92.19,90.2,76.99,79.38,18085.97
Company_25,77.76,96.82,67.07,86.92,67.28,77.36,87.33,59.04,77.44,6.32,73.17,67.77,77.85,41510.14
Company_9,83.15,50.01,80.59,89.35,66.29,99.16,99.26,92.97,61.6,52.64,87.22,57.29,92.4,49984.23
Company_90,69.33,99.4,64.41,63.15,81.46,59.19,56.69,56.07,76.56,51.04,56.58,90.11,59.6,2943.94
Company_20,76.97,92.47,86.64,55.88,94.89,72.43,74.14,71.29,99.57,66.11,84.91,84.36,86.43,44694.21
Company_11,57.78,61.22,61.16,66.38,55.32,82.14,75.49,80.93,59.77,55.75,66.22,87.26,53.16,20557.37
Company_78,89.18,58.24,63.12,71.83,71.18,76.56,65.54,86.93,79.54,30.37,55.75,84.65,56.05,45671.37
Company_58,71.91,72.28,93.5,87.41,92.91,80.92,88.49,50.21,95.16,30.38,55.83,50.79,67.92,3693.5
Company_83,95.18,98.11,56.52,73.24,52.31,75.76,92.63,69.11,52.76,62.77,98.47,96.65,61.93,44307.81
Company_21,60.99,53.16,64.08,93.68,89.31,83.88,58.11,54.71,89.29,24.14,51.72,63.95,56.6,43157.49
Company_53,74.44,81.16,53.06,84.85,67.01,98.33,56.62,81.09,58.61,25.61,78.9,59.84,90.47,41843.55
Company_91,81.98,89.05,80.53,96.03,62.62,63.63,86.62,84.3,93.78,53.35,59.02,69.64,93.1,19523.44
Company_91,92.49,85.37,83.61,54.47,72.05,71.63,89.76,64.73,60.91,39.9,55.7,93.73,53.04,29763.48
Company_71,90.72,88.65,66.09,79.29,56.82,59.28,56.29,87.09,95.78,41.86,65.63,58.87,98.51,21613.47
Company_55,98.75,60.42,54.16,62.18,84.93,95.51,80.85,67.61,79.88,8.09,92.72,77.02,97.39,23373.45
Company_87,99.08,95.32,76.58,78.86,91.99,85.27,71.75,51.48,90.65,22,64.66,98.29,83.24,26444.36
Company_13,81.44,60.76,77.64,60.06,78.59,53.04,87.22,92.68,66.63,95.23,75.64,63.46,65.84,15258.45
Company_77,73.36,85.68,68.99,50.17,69.46,53.48,92.84,68.15,54.62,65.18,70.73,60.65,80.88,27768.81
Company_79,82.96,94.82,74.92,74.79,90.7,97.26,87.05,96.15,81.77,60.42,73.71,61.5,94.65,6033.33
Company_34,51.12,63.38,98.12,52.14,86.45,71.13,90.34,95.17,90.79,1.74,89.12,97.63,82.04,35185.87
Company_98,86.39,99.23,54.32,53.23,72.31,99.6,70.12,72.77,64.28,45.57,85.28,87.24,70.05,24938.96
Company_33,51.21,70.65,92.83,77.06,98.3,50.75,71.95,61.16,67.99,44,84.04,99.26,60.57,15885.15
Company_7,75.84,93.95,62.95,64.6,55.9,91.14,62.84,58.97,98.8,50.35,62.88,85.46,69.62,40370.42
Company_90,69.51,76.93,70.67,60.13,86.31,90.8,72,66.78,50.24,69.93,57.29,66.79,52.55,48801.05
Company_6,53.86,93.03,59.47,82.19,67.11,70.32,50.02,78.77,51.66,40.66,76.03,92.77,66.12,31613.86
Company_57,89.81,60.74,69.26,69.66,80.98,90.48,76.6,83.06,76.03,70.53,71.63,99.48,62.53,18956.31
Company_70,87.06,67.76,81.2,78.41,81.83,67.27,65.45,50.86,84.98,2.12,53.43,55.67,72.77,10320.78
Company_64,72.98,90.36,74.84,53.68,95.44,59.78,57.41,88.18,63.52,23.88,91.34,69.1,56.82,41209.57
Company_20,60.64,76.5,66.23,79.43,51.02,75.48,62.49,99.97,74.78,18.48,60.26,99.81,62.16,46502.43
Company_86,51.37,97.73,68.14,79.85,55.65,65.67,69.33,83.95,93.1,84.49,57,73.7,81.66,28594.95
Company_8,78.42,59.7,52.66,72.41,90.55,86.43,65.78,86.73,82.42,82.19,77.13,60.59,98.22,1241.77
Company_26,56.28,71.58,91.98,81.74,72.59,89.86,86.94,78.88,94.41,38.29,88.69,85.24,50.19,7742.04
Company_80,93.21,60.82,50.08,97.07,96.5,87.44,50.73,62.64,81.12,47.88,68.14,80.33,97.88,30573.27
Company_44,50.54,69.93,64.5,52.57,60.57,86.91,58.15,54.45,71.14,83.93,95.68,59.73,66.69,10051.48
Company_62,98.04,71.35,61.38,72.85,57.48,59.69,94.94,64.38,83.04,49.48,86.19,66.03,63.64,8925.97
Company_11,78.81,92.02,89.2,64.96,96.44,55.87,84.32,89.66,85.32,87.38,77.72,72.52,95.47,11549.92
Company_47,54.18,77.67,67.71,75.81,59.39,75.89,82.77,90.28,59.91,63.82,77.4,64.03,63.92,42829.49
Company_60,55.3,72.18,97.85,90.08,88.05,51.63,77.85,84.01,55.43,75.8,85.9,61.63,65.2,13796.29
Company_46,94.87,96.79,61.43,91.47,66.26,63.08,94.22,94.03,68.6,73.18,86.22,84.23,57.08,5062.86
Company_64,75.98,59.23,72.03,65.2,99.9,52.78,62.62,52.26,73.67,66.62,98.53,73.62,83.98,40472.41
Company_87,82.48,65.28,92.02,78.68,54.97,80.87,50.71,98.46,59.83,29.98,98.63,90.96,63.03,35155.39
Company_80,52.01,74.82,85.36,91.92,87.36,88.57,51.11,99.36,94.19,85.81,55.5,65.63,93.57,15545.56
Company_53,82.91,99.86,56.87,77.37,68.42,78.33,52.48,64.85,62.84,16.29,67.25,52.33,80.01,37556.18
Company_94,85.41,82.15,51.6,55.66,98.58,68.44,61.74,52.57,74.66,61.9,68.5,71.2,84.49,6965.7
Company_42,83.44,89.64,55.73,66.6,75.61,52.23,67.65,52.65,84.74,39.79,60.07,55.23,68.97,3791.12
Company_98,66.8,60.49,53.67,79.31,65.83,81.22,62.17,91.26,87.43,90.59,85.18,68.36,64.73,41460.17
Company_74,95.68,91.7,55.55,64.68,52.71,89.09,67.16,89.33,92.25,25.16,89.7,69.86,87.33,26803
Company_99,67.15,71.84,75.32,60.54,84.92,96.47,65.71,75.26,56.1,71,95.94,56.13,94.14,38065.63
Company_31,95.54,54.7,87.42,71.88,53.92,83.6,85.87,50.34,97.1,77.74,87.35,92.55,70.82,12972.03
Company_41,95.06,51.18,51.66,87.7,59.79,77.63,98.38,86.4,88.23,13.31,53.1,86.94,60.36,1728.3
Company_83,52.67,66.45,55.7,85.2,99.92,59.58,96.79,52.96,60.37,79.87,67.69,57.79,72.34,39342.37
Company_42,58.3,95.79,70.46,59.38,88.63,88.75,62.51,89.67,65.89,90.57,66.89,93.47,94.99,42703.56
Company_63,61.25,73.51,70.46,69.02,69.95,87.77,91.17,97.61,83.09,10.25,67.05,63.44,57.34,29237.2
Company_69,76.98,67.38,97.82,85.09,73.16,93.55,96.66,96.35,56.69,88.92,84.38,84.08,59.34,34198.24
Company_6,94.92,60.2,73.77,92.82,83.79,72.02,82.91,59.6,60.52,35.09,66.23,83.86,90.88,38497.21
Company_100,78.64,76.39,66.57,99.53,71.27,88.17,58.97,84.13,60.47,28.35,77.85,76.19,97.68,11827.47
Company_14,60.65,59.76,88.2,59.38,60.3,89.78,99.07,52.3,55.54,81.75,95.73,61.65,68.39,16888.06
Company_1,85.89,52.73,95.13,80.42,99.64,65.25,73.81,92.4,96.17,63.72,61.17,75.52,90.95,1109.88
Company_22,57.38,86.93,80.02,86.16,62.77,91.34,91.75,90.47,92.24,36.04,99.41,68.07,58.88,6460.48
Company_28,83.32,78.9,70.02,93.74,69.61,75.72,84.46,65.56,86.82,40.66,71.94,57.36,78.03,1505.53
Company_58,63.13,52.65,62.69,85.53,83.17,56.43,69.43,77.31,52.07,82.01,81.66,60.13,71.71,39837.78
Company_74,92.03,90.98,83.51,92.06,96.65,78.77,65.63,85.18,78.55,22.83,90.02,79.39,94.65,36194
Company_36,71.66,56.14,57.82,50.58,52.07,84.94,82.56,97.6,61.14,97.69,71.71,83.55,64.1,25661.41
Company_87,77.51,66.53,96.56,74.96,88.65,83.91,51.23,52.22,62.72,41.45,95.51,88.17,55.69,43573.4
Company_30,62.24,55.17,53.3,52.82,98.37,96.64,93.77,59.38,70.32,19.21,58.36,61.68,66.82,33770.08
Company_3,83.66,64.12,88.32,94.93,89.92,95.05,93.69,57.61,68.75,64.77,55.78,89.88,85.97,27629.55
Company_38,67.41,72.43,70.67,51.81,72.25,96.4,92.23,64.92,96.66,0.44,84.13,94.19,69.2,35620.2
Company_72,73.24,73.78,85.57,67.52,84.53,92.12,82.89,93.12,51.07,23.77,79.73,82.71,96.94,5324.16
Company_79,81.4,91.36,58.33,59.18,68.16,85.44,59.49,98.99,80.35,41.71,89.78,52.4,92.95,29251.27
Company_42,58.19,56.06,94.57,76.32,90.91,93.78,63.76,94.44,79.47,55.84,73.97,61.71,54.46,23199.9
Company_97,62.82,99.5,97.33,73.86,62.31,95.43,65.82,87.82,80.53,29.41,67.1,83,71.54,40444.59
Company_93,95.78,88.28,96.82,51.6,53.55,64.33,87.63,89.05,82.09,92.61,59.95,56.81,79.1,40740.7
Company_38,78.78,92.55,55.03,69.25,73.07,68.96,67.21,89.93,92.93,49.22,58.04,74.08,77.66,5095.24
Company_49,71.41,60.41,67.47,54.83,78.9,67.13,51.06,61.46,89.65,72.19,98.1,74.94,88.52,47486.56
Company_1,64.73,51.31,98.03,69.9,89.89,60.6,89.68,71.91,76.37,8.32,74.13,65.38,90.39,27595.13
Company_97,88.71,61.32,91.14,62.78,66,56,76.9,55.02,75.98,33.68,88.7,70.54,54.12,37842.18
Company_49,65.1,69.22,65.59,76.79,60.01,62.09,57.32,96.2,98.54,3.21,59.2,59.97,80.42,22049.32
Company_70,51.99,72.58,68.44,81.85,94.35,72.63,57.01,85.86,86.36,28.72,69.3,91.91,90.73,15240.66
Company_68,76.79,83.69,87.59,92.52,89.46,55.66,73.89,97.01,97.76,60.22,84.76,58.92,64.24,22523.45
Company_21,82.71,81.55,68.52,97.44,99.45,98.05,62.3,55.99,81.25,42.83,52.3,93.78,92.1,27139.06
Company_48,72.67,77.31,69.55,95.5,61.72,52.15,75.8,70.86,64.79,0.67,70.69,54.5,87.89,23639.78
Company_25,99.06,51.43,84.34,92.52,72.92,71.1,61.41,84.07,93.23,42.45,99.19,63.1,95.92,4629.17
Company_6,80.18,76.78,75.24,71.13,61.19,63.05,76.16,87.7,94.27,50.8,94.33,81.24,50.84,33058.7
Company_38,55.74,95.19,72.42,64.05,62.26,68.16,56.56,80.6,51.67,25.17,93.57,71.45,78.98,5223.1
Company_29,50.9,93.2,56.61,90,62.84,66.55,90.1,96.96,63.52,65.82,60.88,75.37,96.85,5697.09
Company_94,95.8,77.3,66.93,90.74,83.33,55.63,60.73,50.58,53.67,57.93,93.29,67.55,63.85,41183.51
Company_49,88.5,84.06,98.45,67.7,55.69,98.28,82.42,66.46,55.85,13.29,78.25,55.14,71.3,40857.12
Company_79,72.72,93.13,89.46,71.24,70.37,89.36,72.36,71.32,59.79,14.31,99.46,75.45,61.88,15042.41
Company_53,64.64,51.37,73.06,56.26,88.51,50.59,82.94,82.41,62.48,96.63,68.07,99.91,86.29,27088.56
Company_21,65,95.64,75.01,66.31,66.15,74.7,64.61,92.28,59.95,53.69,78.39,75.11,72.7,5366.91
Company_66,58.56,89.21,54.29,97.12,56.69,64.54,70.97,80.13,84.05,14.44,93.81,59.87,50.72,35597.81
Company_62,68.72,84.5,95.36,95.15,59.18,83.65,50.83,91.2,91.52,35.33,88.95,88.43,54.33,5498.6
Company_72,75.17,59.9,82.13,96.1,73.63,55.19,56.53,59.83,72.87,33.24,62.21,94.84,55.31,23983.53
Company_10,94.21,85.74,68.3,89.01,50.39,97.75,79.56,73.86,79.27,21.99,98.74,71.48,50.73,43216.76
Company_4,87.22,68.94,75.21,70.05,76.95,90.82,76.97,77.91,59.04,34.94,66,58.73,51.56,46702.07
Company_6,52.75,50.93,69.95,96.78,92.66,50.99,58.74,56.47,86.12,27.84,56.55,97.13,92.42,13928.15
Company_72,84.95,77.64,59.38,69.77,67.15,87.77,94.28,64.81,75.1,58.38,91.32,54.19,74.48,31951.08
Company_1,57.03,58.12,88.37,99.81,77.23,95.12,67.11,89.62,61.09,82.77,89.75,84.73,82.1,48911.73
Company_90,65.99,83.67,89.44,50.75,72.44,78.61,79.84,86.85,77.75,38.53,81.3,85.79,98.17,15138.25
Company_77,64.1,99.73,94.89,89.61,99.67,64.34,68.31,92.92,60.56,97.61,97.04,58.52,57.53,8122.37
Company_74,72.47,56.31,81.14,68.58,95.74,86.57,97.18,85.98,72.47,52.61,68.21,75.69,87.76,23958.5
Company_4,66.25,96.69,95.56,75.54,67.68,53.56,75.83,51.74,81,95.55,97.23,70.86,87.94,22014.41
Company_86,92.86,67.1,60.34,92.43,78.2,86.75,67.7,67.83,69.61,11.82,63.54,96.03,83.27,4665.25
Company_82,52.32,50.79,99.29,99.18,94.39,50.93,83.54,96.42,53.16,1.17,77.26,66.69,88.87,15954.46
Company_2,80.4,66.72,75.8,89.54,76.45,62.97,78.6,83.81,92.19,58.3,72.51,53.47,85.81,22424.82
Company_36,96.76,67.3,52.17,78.38,83.18,83.18,53.47,58.93,99.25,76.22,61.57,53.39,76.58,43800.09
Company_77,67.27,63.36,82.04,53.14,68.72,50.07,85.3,79.88,88.39,86.81,65.12,69.89,65.67,38398.86
Company_34,75.92,79.63,96.63,67.41,75.85,92.42,80.41,97.74,80.39,45.2,57.09,53.48,86.27,19717.5
Company_81,88.22,64.73,50.64,86.24,87.05,89.5,98.73,78.79,67.71,6.17,61.71,78.45,99.55,44624.06
Company_21,76.23,67.13,62.01,58.85,72,90.52,65.68,89.14,95.56,51.65,61.45,56.35,91,35170.81
Company_62,50.27,64.46,61.05,76,99.9,97.2,52.77,85.65,52.5,56.98,85.09,99.05,83.56,10650.87
Company_40,64.26,53.94,77.1,95.09,91.89,68.29,74.03,55.25,60.24,33.26,90.14,92.19,74.18,35294.02
Company_70,99.45,83.1,76.56,72.84,68.93,97.4,77.52,51.73,89.95,42.96,85.9,82.93,76.44,34127.3
